neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Chamberí,Trafalgar,40.4342988076296,-3.70228363237858,Entire home/apt,49,3,41,1.32,11,282
Centro,Embajadores,40.4110089182672,-3.70139167992993,Entire home/apt,100,2,16,0.68,2,324
Retiro,Jerónimos,40.4069480897114,-3.6845284742195696,Private room,35,5,1,0.77,1,82
Centro,Embajadores,40.4103889079229,-3.70278928731768,Entire home/apt,50,3,44,1.77,20,338
Centro,Justicia,40.4234644738601,-3.69688414151226,Entire home/apt,90,3,56,2.19,10,273
Chamberí,Trafalgar,40.4343187252333,-3.70154139796139,Entire home/apt,35,7,4,0.22,9,89
Villaverde,Los Rosales,40.347363819965,-3.6895211232740497,Shared room,10,1,0,0.0,2,0
Salamanca,Goya,40.423590305077504,-3.67907046822967,Private room,60,1,0,0.0,1,0
Chamberí,Gaztambide,40.4352784313712,-3.717410329307,Private room,40,1,91,4.88,2,60
Hortaleza,Apostol Santiago,40.4739806280138,-3.66246472215006,Private room,15,1,5,0.47,1,311
Centro,Universidad,40.420480925138705,-3.70242419135795,Entire home/apt,70,1,9,0.21,10,328
Centro,Palacio,40.4208738497071,-3.70747055279328,Entire home/apt,88,1,88,5.4,7,326
Tetuán,Valdeacederas,40.467125609854705,-3.69879266781855,Entire home/apt,97,2,0,0.0,1,179
Centro,Palacio,40.4216218005368,-3.7104548839046,Private room,52,1,0,0.0,38,0
Fuencarral - El Pardo,La Paz,40.480466963332,-3.6853090602048497,Private room,25,2,0,0.0,1,352
Ciudad Lineal,Colina,40.4572754948508,-3.65759113795434,Entire home/apt,100,2,5,1.35,2,36
Centro,Palacio,40.4125937203652,-3.71696887939399,Private room,35,1,2,0.19,1,364
Arganzuela,Delicias,40.3966011393641,-3.6955519871063798,Entire home/apt,55,2,33,2.44,1,282
Moratalaz,Media Legua,40.4151295507008,-3.6580058206926798,Shared room,15,1,0,0.0,1,34
Moncloa - Aravaca,Valdezarza,40.4695762965677,-3.71588889157798,Private room,30,1,2,2.0,1,167
Chamberí,Gaztambide,40.434572086588396,-3.7124475968488904,Private room,40,1,1,0.06,1,329
Retiro,Pacífico,40.4052719801797,-3.68345422936396,Private room,39,2,46,1.85,4,106
Centro,Justicia,40.4221176215505,-3.69920560979922,Entire home/apt,62,3,105,2.59,1,315
Centro,Embajadores,40.411739778629105,-3.704961994904,Entire home/apt,65,2,20,5.04,2,294
Centro,Universidad,40.42376922234,-3.7024537020319803,Entire home/apt,60,2,24,4.9,1,112
Centro,Embajadores,40.4078407415828,-3.69966068015217,Private room,34,1,0,0.0,2,143
Centro,Palacio,40.4196831854459,-3.7080309012908197,Entire home/apt,80,2,0,0.0,67,110
Centro,Universidad,40.4215295797155,-3.7042259430772,Entire home/apt,50,1,21,1.23,1,309
Centro,Cortes,40.411370895952395,-3.6960873616851697,Shared room,25,1,10,1.83,1,280
Tetuán,Cuatro Caminos,40.4531857138528,-3.6947164197414,Private room,40,1,108,1.79,2,216
Centro,Justicia,40.4219764096021,-3.6969140157241,Entire home/apt,115,2,28,1.49,2,325
Centro,Embajadores,40.4078307858858,-3.70101521924192,Entire home/apt,68,2,9,1.29,1,338
Arganzuela,Palos de Moguer,40.4056965528282,-3.69661246517642,Entire home/apt,105,3,12,1.66,13,205
Hortaleza,Valdefuentes,40.4873997736364,-3.6661685636923904,Entire home/apt,60,1,14,3.11,13,336
Hortaleza,Canillas,40.4639061415682,-3.6341519485192,Private room,14,1,7,4.88,3,195
Centro,Cortes,40.413786627472206,-3.6963450703148903,Private room,55,2,13,1.28,1,45
Moncloa - Aravaca,Argüelles,40.4262109289459,-3.7165086082804,Private room,35,1,8,2.0,1,9
Centro,Sol,40.415916680771396,-3.70497365614667,Entire home/apt,81,2,49,6.56,2,101
Moncloa - Aravaca,Casa de Campo,40.4218627947292,-3.72170264792228,Private room,15,1,27,2.42,5,0
Centro,Cortes,40.4118087064966,-3.69760738901624,Private room,37,2,95,3.95,2,218
Centro,Universidad,40.42285844178029,-3.7039968120190196,Entire home/apt,70,1,2,0.1,1,0
Centro,Justicia,40.4239341401395,-3.69592198029793,Entire home/apt,45,3,22,3.47,10,329
Centro,Palacio,40.4098617694439,-3.71713926794065,Private room,30,1,18,3.07,1,30
Salamanca,Goya,40.4269406102175,-3.6780970382765097,Entire home/apt,100,2,5,2.21,13,331
Arganzuela,Delicias,40.3949560139489,-3.6937749335010897,Private room,25,2,21,2.25,3,351
Centro,Sol,40.41873142721229,-3.70431833167327,Entire home/apt,93,1,2,2.0,4,141
Centro,Universidad,40.4216996083523,-3.7072454737820095,Entire home/apt,46,1,98,3.79,46,299
Centro,Universidad,40.4246624874497,-3.70310582624996,Private room,20,1,7,1.15,2,355
Chamberí,Trafalgar,40.4360147772294,-3.7002040728027303,Entire home/apt,49,4,0,0.0,9,179
Tetuán,Cuatro Caminos,40.4477132416471,-3.70124845692491,Private room,21,3,11,1.02,1,77
San Blas - Canillejas,Salvador,40.445481025165,-3.62342025679917,Private room,20,1,2,2.0,1,27
Arganzuela,Delicias,40.39531333084321,-3.6950622870746805,Shared room,25,2,0,0.0,3,364
Centro,Justicia,40.4239525670299,-3.6961879320254396,Entire home/apt,50,1,18,1.24,10,211
Carabanchel,Comillas,40.3955719744865,-3.70731396135925,Private room,18,1,2,0.6,1,205
Usera,San Fermín,40.3729631949208,-3.69196535751847,Private room,20,2,13,0.51,3,328
Centro,Justicia,40.4239066913213,-3.69634982955625,Entire home/apt,79,3,11,0.6,1,77
Hortaleza,Palomas,40.4538773491032,-3.6121739204838903,Private room,65,1,2,0.3,5,365
Salamanca,Guindalera,40.4350953295949,-3.67332888979258,Entire home/apt,50,2,12,1.15,1,3
Centro,Embajadores,40.41153011838521,-3.69998412036534,Entire home/apt,50,2,80,1.85,1,130
Arganzuela,Imperial,40.4114761690165,-3.7188103440181397,Private room,38,2,2,1.46,6,342
Chamberí,Gaztambide,40.436771908642996,-3.7120516764791502,Private room,45,2,5,0.94,1,160
Moncloa - Aravaca,Ciudad Universitaria,40.4531468474095,-3.71738335171552,Private room,30,2,0,0.0,4,0
Salamanca,Castellana,40.4304546581464,-3.6871893314341597,Private room,40,1,0,0.0,1,91
Centro,Sol,40.4152969696676,-3.7059758438196804,Entire home/apt,85,2,167,4.51,6,298
Moncloa - Aravaca,Casa de Campo,40.422440868893105,-3.7163144053352006,Entire home/apt,90,2,1,1.0,12,240
Centro,Palacio,40.4117380234755,-3.7092421101619704,Entire home/apt,110,2,16,2.36,1,4
Centro,Justicia,40.4266102349211,-3.6999465696276004,Entire home/apt,48,5,2,0.36,1,0
Centro,Cortes,40.414726312640795,-3.70257274055489,Entire home/apt,98,2,0,0.0,1,70
Centro,Embajadores,40.4105503894003,-3.7062127203566004,Entire home/apt,70,2,158,4.13,2,287
Centro,Embajadores,40.4114944370327,-3.7039401812658705,Entire home/apt,100,2,35,3.34,1,277
Centro,Embajadores,40.4106383794915,-3.7052430403730803,Private room,26,1,56,4.87,8,310
Moncloa - Aravaca,Aravaca,40.4458109908985,-3.78487601108728,Private room,60,1,3,0.09,1,365
Chamberí,Arapiles,40.4301969371433,-3.7080733997946,Entire home/apt,50,2,0,0.0,26,308
Centro,Universidad,40.420644847134106,-3.7021490663014305,Entire home/apt,120,2,73,3.77,3,303
Chamartín,Castilla,40.469683080543206,-3.68157609521888,Entire home/apt,68,2,14,0.83,3,76
Centro,Palacio,40.4101914061056,-3.7157739862866497,Entire home/apt,139,3,8,0.48,77,217
San Blas - Canillejas,Rejas,40.4472612890008,-3.5807226908626197,Entire home/apt,65,1,20,1.9,3,341
Centro,Universidad,40.427607023453604,-3.70776014542903,Entire home/apt,55,1,6,0.57,1,281
Salamanca,Castellana,40.4368517019001,-3.68146974231332,Private room,32,1,7,3.44,2,135
Centro,Justicia,40.421468485085,-3.6986036293842597,Entire home/apt,75,2,45,4.03,1,334
Moncloa - Aravaca,Aravaca,40.45480571962361,-3.7826932929942503,Private room,50,1,0,0.0,1,365
Centro,Cortes,40.41719105305761,-3.6973814951675803,Entire home/apt,109,2,0,0.0,67,31
Chamberí,Almagro,40.433339300575796,-3.69299637552913,Private room,40,1,9,0.38,2,312
Latina,Puerta del Angel,40.4132003274744,-3.7276766305720095,Entire home/apt,63,3,4,0.14,1,97
Centro,Embajadores,40.406894461014296,-3.69833264277425,Entire home/apt,30,4,2,0.04,1,160
Centro,Justicia,40.424919751462,-3.69996805625096,Entire home/apt,55,4,9,1.62,1,129
Centro,Embajadores,40.4091669199971,-3.7016738676931804,Private room,20,2,40,1.69,1,315
Arganzuela,Palos de Moguer,40.4023888204607,-3.6909745881365197,Entire home/apt,55,2,4,0.22,1,272
Salamanca,Castellana,40.430114940989,-3.68357557127814,Entire home/apt,49,2,13,5.82,1,231
Puente de Vallecas,San Diego,40.3838528790961,-3.6640271844430603,Private room,12,1,0,0.0,1,172
Salamanca,Guindalera,40.43767768192139,-3.67392340240616,Private room,25,1,6,0.49,14,341
Retiro,Ibiza,40.418717628678706,-3.67280330224973,Private room,35,2,6,0.24,3,354
San Blas - Canillejas,Simancas,40.4303416658395,-3.6259551600558995,Shared room,13,1,9,1.75,3,87
Centro,Embajadores,40.4106546817635,-3.7007859793478297,Entire home/apt,60,2,82,3.38,4,283
Centro,Justicia,40.4240853892834,-3.6985863653542594,Private room,55,3,52,2.9,2,310
Centro,Embajadores,40.4075244853177,-3.69985354311017,Private room,35,3,2,0.11,2,181
Arganzuela,Palos de Moguer,40.4022278647644,-3.6931707389091404,Private room,25,2,4,2.45,1,54
Centro,Embajadores,40.4088384711451,-3.6921023138184905,Private room,30,2,127,4.55,8,302
Latina,Puerta del Angel,40.4067257743447,-3.7308939052430294,Private room,34,2,10,1.6,1,310
Centro,Palacio,40.416833945573394,-3.7102397557129705,Private room,30,10,3,0.14,97,341
Retiro,Jerónimos,40.417884000416606,-3.6896687503663905,Entire home/apt,235,3,34,1.74,4,310
Arganzuela,Acacias,40.4003827221188,-3.7068383501356803,Private room,16,2,3,0.47,3,0
Puente de Vallecas,Entrevías,40.379794799836795,-3.6742639561429304,Private room,22,1,1,0.04,1,88
Centro,Universidad,40.4253449539802,-3.70393147032693,Private room,35,1,1,0.71,1,81
Carabanchel,San Isidro,40.3922180720241,-3.73710376764025,Private room,35,2,1,0.23,2,0
Chamberí,Almagro,40.435713613199795,-3.6931826433734503,Entire home/apt,58,1,34,4.49,1,15
Chamberí,Rios Rosas,40.443504675256705,-3.7029176451729304,Private room,26,1,21,0.98,2,16
Centro,Palacio,40.412972003547395,-3.71342473058582,Private room,25,2,28,0.73,1,354
Retiro,Adelfas,40.401204442818106,-3.66901311678422,Entire home/apt,55,3,13,1.01,1,343
Barajas,Alameda de Osuna,40.455856195977795,-3.5848251593957996,Private room,32,1,146,13.9,1,51
Villaverde,Los Angeles,40.361227690178104,-3.6979177406987103,Private room,66,1,0,0.0,2,365
Carabanchel,San Isidro,40.3976358085668,-3.7319753554844906,Entire home/apt,80,1,1,1.0,1,164
Arganzuela,Imperial,40.410551884604104,-3.7196560943288497,Private room,43,2,1,0.73,1,360
Arganzuela,Acacias,40.4036333099253,-3.70583562054544,Private room,45,2,59,3.08,1,324
Moncloa - Aravaca,Argüelles,40.4265744978975,-3.71603373234729,Private room,23,4,6,0.2,25,361
Chamberí,Arapiles,40.4304291545756,-3.70644763017183,Private room,25,1,43,2.11,6,334
Arganzuela,Delicias,40.3981339551782,-3.69405576381328,Private room,15,1,11,1.2,3,199
Chamartín,Hispanoamérica,40.457523216266395,-3.6854571862595,Entire home/apt,70,1,13,1.13,1,358
Centro,Universidad,40.426448615067,-3.7123924028968798,Private room,34,2,62,3.65,1,58
Centro,Sol,40.4174592716994,-3.7037741475829904,Private room,35,1,0,0.0,1,343
Centro,Embajadores,40.4121175971994,-3.70517778118934,Entire home/apt,120,2,1,0.08,145,315
Centro,Embajadores,40.4106459096884,-3.70189959902676,Entire home/apt,50,2,68,2.78,1,91
Centro,Universidad,40.421253367526496,-3.70465300397117,Entire home/apt,59,1,37,4.13,4,326
Centro,Embajadores,40.4123877831711,-3.7069754067945295,Private room,30,1,56,7.78,5,327
Centro,Sol,40.418311734497706,-3.70746192229572,Private room,23,4,1,0.11,38,10
Chamberí,Almagro,40.4280682933804,-3.6944601270628303,Entire home/apt,230,2,30,2.22,2,289
Chamberí,Almagro,40.4282415209177,-3.6938361302944602,Private room,40,1,33,1.77,1,221
Centro,Embajadores,40.411621008128705,-3.6984864256667205,Entire home/apt,72,4,9,0.75,51,206
Arganzuela,Imperial,40.4126191575696,-3.72009764911131,Entire home/apt,51,2,2,1.07,1,308
Chamberí,Gaztambide,40.4314996579565,-3.71305272798075,Entire home/apt,44,3,16,1.5,1,0
Chamartín,Hispanoamérica,40.4545006606106,-3.6846995081574603,Entire home/apt,120,7,3,0.49,2,311
Centro,Universidad,40.4260773287589,-3.7091616514977903,Private room,40,15,0,0.0,1,0
Arganzuela,Delicias,40.396359978089706,-3.6956241421874796,Entire home/apt,45,2,19,3.0,1,266
Centro,Sol,40.41932058245371,-3.70487073979101,Private room,40,2,3,3.0,5,321
Centro,Universidad,40.4269156418888,-3.7028690169467504,Entire home/apt,199,2,3,0.19,8,336
Centro,Universidad,40.422818182771,-3.7024852093357796,Private room,40,2,12,1.88,2,340
Centro,Justicia,40.4225761586265,-3.6983688153215803,Private room,19,3,10,4.23,2,4
Centro,Sol,40.41985461332129,-3.7036475498952,Entire home/apt,100,2,19,0.44,3,288
Retiro,Jerónimos,40.40877547009529,-3.68730389042497,Entire home/apt,69,2,4,3.24,1,290
Carabanchel,San Isidro,40.3966902402454,-3.7179613067327404,Private room,20,1,19,1.63,1,163
Arganzuela,Palos de Moguer,40.405395890493494,-3.69747157696985,Private room,32,2,219,6.83,3,119
Arganzuela,Palos de Moguer,40.4020520015869,-3.69302917805377,Entire home/apt,95,3,31,1.69,10,319
Centro,Sol,40.414420530777605,-3.70762594318429,Entire home/apt,50,1,20,7.06,4,246
Centro,Universidad,40.4269243489151,-3.71191394589024,Entire home/apt,127,2,0,0.0,67,296
Arganzuela,Acacias,40.400676134883206,-3.7041205818555296,Entire home/apt,45,2,60,3.8,5,227
Centro,Sol,40.4159087589483,-3.7059647383873795,Entire home/apt,130,3,29,1.52,15,162
Arganzuela,Chopera,40.3969503635719,-3.7008203974968303,Private room,28,1,0,0.0,1,0
Centro,Justicia,40.4218891069689,-3.69983322173137,Private room,25,10,1,0.05,97,300
Centro,Palacio,40.41960667984,-3.7096454060882,Private room,38,3,9,0.16,2,93
Centro,Embajadores,40.405438271594704,-3.7018458445094002,Private room,45,3,5,0.65,2,354
Centro,Palacio,40.421827530261396,-3.71127932276436,Entire home/apt,70,2,13,0.53,2,219
Moncloa - Aravaca,Casa de Campo,40.4294752352559,-3.72291135361633,Entire home/apt,130,30,0,0.0,4,0
Centro,Embajadores,40.4105903586131,-3.7033965605712402,Entire home/apt,75,3,109,1.9,1,268
Moncloa - Aravaca,Casa de Campo,40.4220840619446,-3.72093288410196,Entire home/apt,80,1,8,0.43,1,8
Centro,Universidad,40.4270133967015,-3.7048925782540696,Private room,38,2,9,2.14,2,357
Hortaleza,Canillas,40.467245060422705,-3.63217749614779,Entire home/apt,40,1,46,3.4,1,313
Centro,Embajadores,40.408426529973504,-3.6929724867519997,Entire home/apt,104,2,36,3.44,2,123
Centro,Universidad,40.4238370087847,-3.70686036664152,Private room,40,1,33,0.49,3,357
Centro,Sol,40.4170188114807,-3.7067849835131,Entire home/apt,150,3,4,4.0,15,225
Latina,Campamento,40.399397918716204,-3.77413468905404,Private room,14,2,1,1.0,1,129
Arganzuela,Delicias,40.399232271732004,-3.6962584485816,Private room,38,2,161,4.95,4,338
Chamberí,Almagro,40.4285338505789,-3.69456727400738,Private room,60,1,0,0.0,10,97
Centro,Embajadores,40.4110352217356,-3.69699891162879,Private room,28,2,34,1.64,3,85
Centro,Palacio,40.4117313090821,-3.7122536203322705,Entire home/apt,100,3,87,1.59,1,326
Arganzuela,Palos de Moguer,40.4049346844207,-3.7000333137607795,Private room,35,2,7,1.11,1,307
Centro,Palacio,40.4086928487225,-3.7131074555255896,Entire home/apt,75,3,2,0.26,3,344
Arganzuela,Imperial,40.407321252329,-3.7166643734586398,Entire home/apt,70,3,12,1.01,1,296
Usera,Almendrales,40.3846536353163,-3.7048003243218304,Private room,46,1,9,0.51,4,365
San Blas - Canillejas,Simancas,40.4393532563033,-3.6234684884781303,Entire home/apt,58,3,72,3.72,1,21
Chamberí,Rios Rosas,40.4427701630061,-3.69916349511398,Entire home/apt,55,2,19,5.48,2,308
Salamanca,Goya,40.4257291003983,-3.6782372965424197,Private room,32,1,1,1.0,1,345
Centro,Palacio,40.4180525686301,-3.71411262010216,Entire home/apt,128,3,66,2.92,1,270
Arganzuela,Delicias,40.394507157721,-3.6936597776819102,Private room,40,1,0,0.0,1,365
Salamanca,Lista,40.4290552749176,-3.6788767930647794,Entire home/apt,45,5,0,0.0,1,97
Carabanchel,Puerta Bonita,40.3857845358866,-3.7338005330576896,Entire home/apt,250,4,0,0.0,1,89
Moncloa - Aravaca,Casa de Campo,40.4216827162257,-3.7187926597725296,Entire home/apt,59,2,30,2.14,1,262
Retiro,Pacífico,40.4056706469588,-3.6753721692333103,Entire home/apt,80,2,10,2.52,1,117
Centro,Palacio,40.4201102726199,-3.7101439423478904,Entire home/apt,80,2,1,0.17,145,342
Centro,Justicia,40.423245530498704,-3.69950781068429,Entire home/apt,40,10,1,0.14,2,99
Moratalaz,Fontarrón,40.4033077047999,-3.64735076684273,Entire home/apt,80,3,21,0.85,5,308
Moncloa - Aravaca,Argüelles,40.420889103701704,-3.7174745250115,Entire home/apt,54,1,14,8.08,1,45
Centro,Cortes,40.41336405183971,-3.7001793324905097,Private room,25,20,0,0.0,1,281
Centro,Palacio,40.4163264117449,-3.70913309819655,Entire home/apt,80,3,13,1.16,3,288
Centro,Sol,40.4192911029905,-3.70680060935907,Entire home/apt,87,1,107,4.45,23,112
Chamberí,Arapiles,40.432456033848,-3.7090386960480397,Entire home/apt,44,4,56,4.08,12,101
Barajas,Aeropuerto,40.4504208239595,-3.58988170200729,Private room,21,1,24,8.37,3,77
Tetuán,Berruguete,40.4597632466955,-3.70815150407733,Entire home/apt,30,4,9,0.53,1,0
Centro,Sol,40.41558577770729,-3.7024732215835603,Entire home/apt,90,2,5,3.19,5,301
Retiro,Estrella,40.408434335536,-3.66818534155452,Private room,35,2,2,1.46,1,62
Usera,Orcasur,40.3798843452674,-3.69525072968921,Private room,19,2,4,0.17,1,22
Usera,Almendrales,40.384372196718296,-3.70535579775171,Private room,35,1,1,0.06,4,365
Retiro,Jerónimos,40.4077750036719,-3.68362640419587,Entire home/apt,60,1,4,0.32,1,50
Centro,Embajadores,40.412816536147396,-3.70224079805201,Entire home/apt,100,2,0,0.0,11,329
Centro,Embajadores,40.4065246046153,-3.6984954086984,Entire home/apt,80,2,1,0.32,1,206
Retiro,Ibiza,40.418394179303704,-3.67551206128309,Entire home/apt,90,2,3,0.11,10,310
Vicálvaro,Casco Histórico de Vicálvaro,40.396591734279106,-3.62602065910354,Entire home/apt,35,7,31,1.46,1,189
Centro,Universidad,40.421367072674606,-3.7013986607750295,Entire home/apt,45,3,62,2.01,1,325
Chamartín,Prosperidad,40.4446224040239,-3.6730071884727202,Entire home/apt,95,3,4,0.1,1,138
Centro,Embajadores,40.410577887554,-3.70230929968857,Entire home/apt,35,1,190,7.48,5,110
Retiro,Estrella,40.411322551670295,-3.6640297466475404,Private room,70,1,0,0.0,1,365
Carabanchel,Vista Alegre,40.3791611255893,-3.74733211494164,Entire home/apt,40,2,0,0.0,1,336
Centro,Embajadores,40.407955445248604,-3.70294596143085,Private room,25,3,18,0.41,1,97
Centro,Universidad,40.425786589291796,-3.7052620167105697,Entire home/apt,138,3,132,2.15,1,327
Centro,Cortes,40.411829504467896,-3.6972461457963903,Private room,38,3,6,1.03,2,62
Centro,Palacio,40.4121058211685,-3.7127661239550096,Entire home/apt,60,3,6,2.34,1,347
Centro,Universidad,40.424372545403294,-3.7041986914657,Entire home/apt,110,1,11,5.24,2,326
Centro,Cortes,40.41233983373979,-3.69793531520557,Entire home/apt,50,2,7,1.76,1,254
Centro,Sol,40.4186352449641,-3.70566821521788,Private room,25,10,0,0.0,97,92
Retiro,Pacífico,40.4034924438127,-3.6795782470139997,Entire home/apt,40,1,115,4.85,5,103
Ciudad Lineal,San Juan Bautista,40.452253429713295,-3.6517677829285895,Entire home/apt,159,6,4,0.15,1,87
Centro,Palacio,40.4075154397708,-3.7115113401383195,Private room,33,1,18,3.53,8,98
Fuencarral - El Pardo,Pilar,40.475930040533704,-3.7083969645458,Entire home/apt,37,3,0,0.0,1,0
Centro,Sol,40.4202365813103,-3.7053244040023197,Private room,35,1,5,0.43,1,364
Centro,Universidad,40.4266998653275,-3.70807785984662,Entire home/apt,95,4,10,0.43,1,328
Chamberí,Gaztambide,40.4331173934739,-3.7115183510649503,Entire home/apt,60,2,0,0.0,1,176
Centro,Embajadores,40.4130782476838,-3.7058281647423397,Private room,23,20,0,0.0,4,281
Chamberí,Arapiles,40.431281956008895,-3.7098255294792795,Private room,20,1,0,0.0,2,181
Latina,Aguilas,40.3814717158139,-3.7838100412912703,Private room,20,1,7,0.37,3,89
Chamartín,Hispanoamérica,40.4538559213055,-3.681501071123,Entire home/apt,120,4,7,1.09,2,251
Centro,Embajadores,40.4100579826314,-3.69773810182513,Private room,32,4,10,0.55,1,257
Barajas,Aeropuerto,40.4767132864367,-3.57188970157853,Private room,64,1,0,0.0,1,365
Arganzuela,Delicias,40.3991788561229,-3.69719373392921,Entire home/apt,45,3,2,1.22,1,125
Latina,Aluche,40.3898526855306,-3.76369504896137,Entire home/apt,40,2,24,1.39,1,97
Centro,Universidad,40.4238468125879,-3.7045509058668897,Entire home/apt,75,4,11,3.3,7,107
Centro,Embajadores,40.4104817801303,-3.69727243071979,Entire home/apt,65,1,144,3.75,8,300
Salamanca,Guindalera,40.4337785927838,-3.6699128035780095,Entire home/apt,59,1,36,1.84,14,333
Chamberí,Rios Rosas,40.439586464049704,-3.69766831306922,Private room,30,3,49,2.56,2,281
Carabanchel,San Isidro,40.3958556926331,-3.7200120056984,Entire home/apt,37,2,3,2.25,5,149
Centro,Palacio,40.4115628182712,-3.71293356905033,Private room,32,7,0,0.0,17,281
Salamanca,Lista,40.4308157423979,-3.6763107540498705,Private room,230,1,0,0.0,2,0
Centro,Embajadores,40.4068756364177,-3.6980833129626807,Entire home/apt,125,3,6,0.77,2,221
Centro,Embajadores,40.4067195747767,-3.7011594890188997,Entire home/apt,100,2,3,0.27,8,72
Latina,Puerta del Angel,40.411563964380896,-3.7266814580173904,Entire home/apt,80,2,6,2.34,1,133
Arganzuela,Delicias,40.396057576286395,-3.6936772350332405,Entire home/apt,70,1,59,4.39,4,126
Ciudad Lineal,San Pascual,40.4414346313625,-3.65397639934311,Entire home/apt,31,15,3,0.17,1,250
Villaverde,Los Rosales,40.35465125036,-3.69078210766635,Private room,78,1,0,0.0,1,365
Centro,Palacio,40.4137152219932,-3.70964883755234,Entire home/apt,50,1,1,0.07,1,97
Centro,Embajadores,40.4128820218714,-3.70614890855504,Entire home/apt,119,2,68,2.28,2,40
Centro,Universidad,40.42459089519971,-3.7038615235725,Entire home/apt,75,2,41,3.06,1,62
Centro,Cortes,40.4156192856709,-3.69887087428477,Private room,35,1,24,0.74,1,7
Centro,Justicia,40.4201749851276,-3.70014295759372,Private room,25,1,8,0.96,8,43
Centro,Justicia,40.422444775814,-3.69973395124604,Entire home/apt,80,2,11,5.89,4,343
Centro,Embajadores,40.411106793910704,-3.69666860392183,Entire home/apt,75,2,67,2.3,4,323
Salamanca,Guindalera,40.435280089643705,-3.66111056430606,Entire home/apt,160,7,0,0.0,1,362
Centro,Embajadores,40.409582469090296,-3.70106134642968,Entire home/apt,65,5,134,3.88,2,180
Chamberí,Trafalgar,40.433730575911206,-3.70062476435027,Entire home/apt,199,3,4,0.22,1,350
Centro,Cortes,40.4134096578585,-3.69922113457722,Private room,29,3,20,1.09,4,356
Centro,Sol,40.4197728972854,-3.70055892121173,Entire home/apt,65,3,13,1.09,1,0
Carabanchel,Comillas,40.395816593218605,-3.7140094055012103,Entire home/apt,23,2,49,4.38,2,129
Centro,Justicia,40.4222740575869,-3.6966529990457,Private room,120,1,0,0.0,1,363
Chamartín,Prosperidad,40.4448891683557,-3.6707345491803394,Private room,19,3,6,3.16,3,227
Salamanca,Goya,40.4246838234738,-3.67413793558143,Entire home/apt,78,3,1,1.0,1,82
Chamberí,Trafalgar,40.430921641686204,-3.70511265524171,Private room,36,1,0,0.0,1,15
Chamartín,Castilla,40.4744183099995,-3.67655115297966,Private room,55,1,0,0.0,1,0
Centro,Cortes,40.411732946187,-3.6953001741090796,Entire home/apt,50,2,37,5.19,3,108
Tetuán,Cuatro Caminos,40.447977525706,-3.70334523371233,Entire home/apt,110,180,0,0.0,1,355
Centro,Cortes,40.4154068469714,-3.6989800770961296,Private room,60,2,2,1.43,5,81
Centro,Embajadores,40.412013131970404,-3.7067055629241,Private room,20,1,49,6.36,5,350
Salamanca,Goya,40.4269331782158,-3.67029853854136,Private room,19,1,4,0.22,1,365
Moncloa - Aravaca,Argüelles,40.4228571099738,-3.71320840761362,Entire home/apt,80,3,20,0.88,2,43
Arganzuela,Delicias,40.3984425489214,-3.69292151317447,Private room,42,2,92,4.69,1,0
Chamberí,Gaztambide,40.4353394553367,-3.71286594947964,Private room,17,1,33,1.73,3,356
Centro,Justicia,40.4253761431271,-3.69716639945221,Private room,16,1,1,1.0,1,320
Chamberí,Almagro,40.4368562824829,-3.6991973358730097,Entire home/apt,50,2,12,1.32,1,151
Centro,Universidad,40.4234693733103,-3.70666119832707,Entire home/apt,63,2,2,1.71,2,11
Centro,Cortes,40.415336039956,-3.6970841214251697,Entire home/apt,135,2,3,0.32,145,282
Latina,Campamento,40.3989269130415,-3.7752353866684802,Entire home/apt,46,2,18,1.33,1,232
Centro,Palacio,40.411830558989294,-3.70834585591641,Entire home/apt,59,2,72,1.52,3,308
Centro,Palacio,40.4128899892461,-3.7105009722736204,Entire home/apt,70,1,17,1.75,48,128
Retiro,Adelfas,40.399902930097106,-3.6713087749916102,Private room,50,1,3,0.1,1,365
Centro,Universidad,40.42663408694221,-3.7034259597816894,Entire home/apt,45,3,70,3.89,3,302
Salamanca,Guindalera,40.440722050146704,-3.66362578279731,Shared room,23,1,0,0.0,1,365
Centro,Embajadores,40.408165516104496,-3.71020101197694,Entire home/apt,115,2,27,0.46,1,223
Carabanchel,Vista Alegre,40.3887876228564,-3.73990776430196,Shared room,10,1,12,1.48,16,322
Centro,Universidad,40.4267196724849,-3.7107839554834503,Entire home/apt,175,2,19,1.17,1,81
Chamberí,Vallehermoso,40.4414928524137,-3.7056082567087,Entire home/apt,55,2,1,1.0,2,216
Centro,Palacio,40.4096462264955,-3.7114726283097297,Entire home/apt,120,6,0,0.0,2,342
Chamberí,Arapiles,40.431873110703,-3.7112967658820404,Entire home/apt,65,21,12,1.44,12,164
Centro,Embajadores,40.4086213026608,-3.70961864338754,Private room,27,1,0,0.0,1,169
Moncloa - Aravaca,Argüelles,40.432162622433204,-3.7236608709067593,Private room,25,2,7,0.33,1,298
Centro,Embajadores,40.408080900963604,-3.7093641247091003,Private room,23,2,14,1.92,1,338
Usera,Zofío,40.379231864427,-3.71310027113102,Entire home/apt,25,15,0,0.0,1,0
Salamanca,Goya,40.4267119174568,-3.67323814395716,Private room,30,1,12,1.54,1,310
Centro,Palacio,40.4170487813989,-3.7097592853661,Entire home/apt,125,2,6,3.27,3,293
