Source,Target,Weight
353786894,15603629,1
213969309,888580203907338240,1
516464106,169248299,1
214413743,108293886,1
516464106,37680901,1
213969309,31442497,1
394892872,45578562,1
213969309,45112524,1
537951506,24871778,1
516464106,487285697,1
262230432,3067604367,1
394892872,17540485,1
537951506,1210159567,1
214413743,261289670,1
214413743,134256935,1
516464106,578571945,1
902951244549038081,537951506,1
394892872,2542095098,1
213969309,393716910,1
394892872,421957377,1
353786894,29774933,1
353786894,517657650,1
507672047,156635674,1
213969309,543500887,1
394892872,62555920,1
213969309,1636590253,1
213969309,22685200,1
213969309,2656744153,1
213969309,2295581915,1
537951506,703581570,1
262230432,210775513,1
214413743,36865454,1
537951506,318967677,1
394892872,155927976,1
213969309,1950213860,1
353786894,236882792,1
516464106,598642412,1
394892872,105106802,1
516464106,16240253,1
537951506,50883209,1
516464106,81089721,1
213969309,784680583,1
394892872,30180137,1
902951244549038081,737641068238409728,1
516464106,717510974769528832,1
213969309,14230524,1
213969309,26548314,1
213969309,368276033,1
394892872,145396225,1
214413743,30506859,1
537951506,27343080,1
213969309,1227242064,1
516464106,2301399106,1
213969309,1034428993,1
394892872,291045727,1
537951506,1367536086,1
516464106,157198755,1
902951244549038081,108247668,1
537951506,3063082745,1
902951244549038081,205415788,1
214413743,395382012,1
516464106,294115325,1
213969309,22622572,1
353786894,1333166752805638146,1
353786894,277501982,1
394892872,2975221227,1
213969309,19555067,1
516464106,333581964,1
537951506,112785317,1
516464106,87541152,1
213969309,786951712217202688,1
213969309,3164353295,1
537951506,931712743,1
394892872,108247668,1
537951506,1148332369,1
537951506,45112524,1
214413743,507672047,1
507672047,321317369,1
262230432,1295511949,1
353786894,311430997,1
516464106,564869563,1
394892872,121034444,1
537951506,151398671,1
353786894,1464295423,1
213969309,262230432,1
213969309,478419428,1
353786894,344634424,1
214413743,39753512,1
214413743,19699509,1
394892872,105559224,1
537951506,217461138,1
537951506,2411197734,1
353786894,3245453002,1
537951506,506269108,1
537951506,123830541,1
213969309,19028953,1
353786894,156606331,1
213969309,171404842,1
353786894,68674747,1
353786894,122005703,1
213969309,110365072,1
213969309,37896651,1
537951506,32455481,1
214413743,43144245,1
507672047,397390720,1
537951506,157932865,1
516464106,543230613,1
353786894,76701961,1
213969309,104249727,1
537951506,326698989,1
213969309,281551749,1
516464106,147558951,1
537951506,52161014,1
213969309,373490578,1
516464106,55686023,1
262230432,551711726,1
353786894,14082692,1
214413743,30969644,1
213969309,22412376,1
537951506,111591911,1
394892872,1978843657,1
213969309,162749920,1
214413743,275575393,1
353786894,1389377227,1
213969309,157140968,1
537951506,79236078,1
537951506,246529246,1
537951506,368276033,1
516464106,2455740283,1
507672047,352883307,1
902951244549038081,214413743,1
537951506,16143542,1
353786894,249379900,1
213969309,226087776,1
213969309,740336334,1
213969309,274040176,1
537951506,22622572,1
394892872,592604309,1
394892872,517685243,1
262230432,251991795,1
516464106,842072275,1
213969309,233515744,1
516464106,142334370,1
516464106,75992240,1
516464106,750665742,1
516464106,735594277041016834,1
516464106,338962067,1
394892872,214413743,1
537951506,191018324,1
213969309,19982092,1
537951506,138456571,1
353786894,1144748396,1
537951506,262230432,1
537951506,901813320,1
353786894,29270179,1
516464106,1581230341,1
516464106,40054563,1
213969309,499008656,1
537951506,368381739,1
516464106,205622300,1
516464106,213969309,1
537951506,632089798,1
537951506,1116653126,1
537951506,562953960,1
537951506,2375037612,1
213969309,17169320,1
213969309,25932445,1
214413743,594398129,1
537951506,426488154,1
353786894,3020236078,1
394892872,28297965,1
213969309,1337785291,1
213969309,1301456779,1
516464106,514347333,1
516464106,999288449139204097,1
516464106,159223855,1
353786894,28349128,1
516464106,309323460,1
507672047,485761371,1
353786894,171840420,1
516464106,142204481,1
516464106,789491862700748800,1
213969309,22691385,1
394892872,46345843,1
394892872,404012825,1
516464106,280948938,1
516464106,353786894,1
537951506,78030647,1
262230432,397306167,1
394892872,307869534,1
537951506,126246508,1
537951506,226087776,1
262230432,1229481818,1
213969309,376495795,1
213969309,967725888,1
353786894,13382652,1
537951506,1003157563649560577,1
213969309,20674741,1
537951506,125832497,1
516464106,847388928998899712,1
394892872,19230601,1
516464106,2893650790,1
394892872,1114036494,1
353786894,592026978,1
394892872,714124844,1
516464106,231534898,1
353786894,1728150757,1
213969309,1452301830,1
516464106,309366491,1
353786894,985902405329080320,1
213969309,57280159,1
516464106,135476260,1
537951506,3186029572,1
262230432,165060468,1
353786894,1020974738,1
214413743,2789608612,1
516464106,229454266,1
214413743,111428431,1
213969309,20010173,1
214413743,239172505,1
516464106,4767225325,1
394892872,34576430,1
214413743,83839234,1
537951506,18788558,1
537951506,74153895,1
394892872,606533301,1
213969309,131877198,1
214413743,386420143,1
516464106,238327063,1
516464106,726288434,1
213969309,185739738,1
353786894,224201809,1
537951506,950695925521018880,1
213969309,236327646,1
537951506,725241657608814592,1
213969309,266778237,1
394892872,75517951,1
394892872,842396532,1
213969309,380730306,1
213969309,111952068,1
213969309,204074545,1
353786894,3387091960,1
394892872,322593965,1
262230432,31209800,1
213969309,1530789037,1
516464106,607281049,1
213969309,17134268,1
213969309,25110374,1
213969309,93857990,1
537951506,2475985119,1
537951506,20354239,1
394892872,27209943,1
507672047,430554250,1
537951506,4877776109,1
537951506,243794759,1
214413743,213406193,1
516464106,33196556,1
214413743,38358551,1
516464106,21616388,1
213969309,803694179079458816,1
213969309,3246452751,1
507672047,467418826,1
353786894,121650893,1
213969309,72955085,1
537951506,4832732807,1
516464106,865228975,1
213969309,734273393093160960,1
537951506,85613075,1
213969309,193323287,1
507672047,35117415,1
516464106,293950715,1
213969309,29547045,1
394892872,267304766,1
516464106,561025888,1
353786894,402629721,1
353786894,231070026,1
213969309,112477030,1
353786894,1221822260,1
213969309,145499533,1
213969309,34743251,1
394892872,465619457,1
902951244549038081,483695359,1
353786894,316989623,1
214413743,23440052,1
394892872,419811652,1
516464106,1491205363,1
213969309,250911289,1
213969309,27725199,1
537951506,321388777,1
262230432,964344902,1
516464106,94997974,1
353786894,115044590,1
213969309,357606935,1
507672047,333301660,1
214413743,382560919,1
394892872,155659213,1
516464106,1268575366219735042,1
516464106,51008528,1
394892872,483695359,1
537951506,113301403,1
214413743,606770013,1
214413743,93492604,1
353786894,525208028,1
516464106,537951506,1
537951506,204074545,1
394892872,193047282,1
507672047,2567178670,1
516464106,101485496,1
537951506,249186003,1
516464106,413383203,1
353786894,20600235,1
516464106,3101460236,1
516464106,105106802,1
353786894,1174486086,1
353786894,134402553,1
507672047,524350623,1
537951506,4003650669,1
537951506,468551805,1
394892872,40837929,1
213969309,230930518,1
213969309,159604852,1
353786894,235910394,1
262230432,246772342,1
353786894,157055308,1
394892872,716238475,1
516464106,232250142,1
353786894,3104110905,1
213969309,917432530378227712,1
353786894,20517081,1
516464106,568017741,1
537951506,167198672,1
537951506,375721095,1
353786894,70519385,1
394892872,379207068,1
537951506,517484918,1
213969309,27830610,1
213969309,224223563,1
516464106,2253442780,1
394892872,228688074,1
394892872,19916572,1
537951506,998117186,1
537951506,2853456283,1
537951506,41785723,1
213969309,1257799002,1
516464106,15746580,1
516464106,30023595,1
537951506,281635993,1
213969309,184015376,1
214413743,430197021,1
507672047,18939115,1
353786894,1357141159,1
394892872,566356028,1
902951244549038081,462346627,1
